file,label,MDM/Profile,Logs/System,Comm/Energy,Apps/Finance/SNS,Journal/Shortcuts/Cal,External/UIJack,Vendors,Vuln/Chip/FW,Flame,Exclude
/mnt/data/KABUKI_INV_2025-06-04_outputs/bug_type_288-2025_0604_221905.extracted.txt,208888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/bug_type_288-2025_0604_221905.extracted.txt,212222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/bug_type_288-2025_0604_221905.extracted.txt,215555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/bug_type_288-2025_0604_221905.extracted.txt,218888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/bug_type_288-2025_0604_221905.extracted.txt,222222,0,0,0,0,0,0,0,0,1,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,2222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,5555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,8888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,12222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,15555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,18888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,22222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,25555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,28888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,32222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,35555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,38888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,42222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,45555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,48888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,52222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,55555,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,58888,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,62222,0,0,0,0,0,0,0,0,0,0
/mnt/data/KABUKI_INV_2025-06-04_outputs/Text-06- bug-type-288-2025-0604-221905.extracted.txt,65555,0,0,0,0,0,0,0,0,0,0
